*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.7.5.035 -develop  JUN 02, 2021 09:26:05

*RUN   1        : 20 IRRIG, light rate,freq CRGRO047 UFGA7801    1
 MODEL          : CRGRO047 - Soybean
 EXPERIMENT     : UFGA7801 SB BRAGG, IRRIGATED & NON-IRRIGATED
 DATA PATH      :
 TREATMENT  1   : 20 IRRIG, light rate,freq CRGRO047
  
!              |---------------------------------- Cumulative ---------------------------------|---------------------------------- Daily --------------------------------------|
!               N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS   N2OEC    N2EC    NOEC   CO2TC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC   N2OED    N2ED    NOED   CO2TD    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 2020 161     7    0.00    0.00    0.02      26    0.00    17.2   0.000   0.017   0.000   0.106     0.5     0.0     3.9    3265     0.0     467    0.00    0.47    0.00    9.68     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     33.     66.     47.     36.     38.     53.     52.     59.     82.     0.0     0.1     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.9     1.8     1.2     0.9     1.0     1.4     1.4     0.9     0.1
 2020 162     8    0.00    0.00    0.02      29    0.00    17.5   0.000   0.018   0.000   0.111     0.3     0.0     2.0    3012     0.0     326    0.00    0.33    0.00    4.84     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     30.     53.     38.     28.     29.     36.     30.     34.     49.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.8     0.7     0.6     0.6     0.8     0.6     0.4     0.0
 2020 163     9    0.00    0.00    0.02      32    0.00    17.8   0.000   0.018   0.000   0.115     0.5     0.0     3.9    2783     0.0     261    0.00    0.26    0.00    3.74     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     32.     46.     33.     24.     25.     27.     19.     22.     32.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.8     0.6     0.4     0.4     0.5     0.3     0.2     0.0
 2020 164    10    0.00    0.00    0.03      35    0.00    18.0   0.000   0.018   0.000   0.118     0.7     0.0     5.5    2683     0.0     235    0.00    0.23    0.00    2.93     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     30.     45.     33.     24.     24.     24.     15.     17.     24.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.6     0.5     0.3     0.3     0.4     0.2     0.1     0.0
 2020 165    11    0.00    0.00    0.03      37    0.00    18.2   0.000   0.018   0.000   0.120     0.7     0.0     5.6    2605     0.0     221    0.00    0.22    0.00    2.30     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     27.     46.     33.     24.     24.     23.     12.     13.     19.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.5     0.4     0.3     0.3     0.3     0.1     0.1     0.0
 2020 166    12    0.00    0.00    0.04      40    0.00    18.5   0.000   0.019   0.000   0.122     0.7     0.0     5.7    2497     0.0     211    0.00    0.21    0.00    1.81     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     24.     45.     34.     25.     24.     22.     10.     11.     15.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.4     0.3     0.2     0.2     0.2     0.1     0.1     0.0
 2020 167    13    0.01    0.00    0.05      57    0.00    18.7   0.000   0.019   0.000   0.123     0.7     0.0     5.7   16976     0.0     214    0.00    0.21    0.00    1.49     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     27.     29.     40.     29.     28.     25.     11.     11.     14.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.2     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 168    14    0.01    0.00    0.05      73    0.00    18.8   0.000   0.019   0.000   0.124     0.7     0.0     5.7   16072     0.0     167    0.00    0.17    0.00    1.05     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.     44.     32.     30.     27.     11.     11.     13.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 169    15    0.01    0.00    0.06      87    0.00    19.0   0.000   0.019   0.000   0.126     0.7     0.0     5.5   14754     0.0     162    0.00    0.16    0.00    1.03     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.     43.     31.     30.     27.     10.     10.     12.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 170    16    0.01    0.00    0.06     101    0.00    19.2   0.000   0.019   0.000   0.127     0.7     0.0     5.4   13589     0.0     159    0.00    0.16    0.00    1.01     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.     42.     31.     30.     26.      9.      9.     11.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 171    17    0.01    0.00    0.07     113    0.00    19.3   0.000   0.019   0.000   0.127     0.7     0.0     5.2   11982     0.0     146    0.00    0.15    0.00    0.93     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.     39.     29.     28.     24.      9.      8.     10.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 172    18    0.01    0.00    0.07     124    0.00    19.4   0.000   0.020   0.000   0.128     0.6     0.0     5.0   11008     0.0     134    0.00    0.13    0.00    0.86     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      4.     34.     26.     25.     22.      7.      7.      8.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 173    19    0.01    0.00    0.08     134    0.00    19.6   0.000   0.020   0.000   0.129     0.6     0.0     4.8    9830     0.0     137    0.00    0.14    0.00    0.89     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.     10.     33.     25.     24.     21.      7.      7.      8.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.2     0.2     0.2     0.0     0.0     0.0
 2020 174    20    0.01    0.00    0.08     143    0.00    19.7   0.000   0.020   0.000   0.130     0.6     0.0     4.6    8924     0.0     145    0.00    0.15    0.00    0.95     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      3.     17.     33.     25.     24.     21.      7.      7.      8.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.2     0.2     0.2     0.0     0.0     0.0
 2020 175    21    0.01    0.00    0.09     151    0.00    19.9   0.000   0.020   0.000   0.131     0.6     0.0     4.4    7951     0.0     147    0.00    0.15    0.00    0.97     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      4.     23.     32.     24.     23.     20.      7.      7.      7.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.2     0.2     0.2     0.1     0.0     0.0     0.0
 2020 176    22    0.01    0.00    0.09     158    0.00    20.0   0.000   0.020   0.000   0.132     0.6     0.0     4.2    7290     0.0     154    0.00    0.15    0.00    1.02     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      5.     29.     32.     24.     23.     20.      7.      7.      7.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.2     0.2     0.2     0.1     0.0     0.0     0.0
 2020 177    23    0.01    0.00    0.09     165    0.00    20.2   0.000   0.020   0.000   0.133     0.6     0.0     4.0    7374     0.0     183    0.00    0.18    0.00    1.22     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      6.     40.     37.     28.     26.     23.      7.      7.      8.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 178    24    0.01    0.00    0.10     173    0.00    20.4   0.000   0.021   0.000   0.135     0.6     0.0     3.8    7180     0.0     200    0.00    0.20    0.00    1.34     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      7.     49.     40.     30.     27.     24.      8.      8.      8.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.4     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 179    25    0.01    0.00    0.10     179    0.00    20.6   0.000   0.021   0.000   0.136     0.5     0.0     3.7    6930     0.0     213    0.00    0.21    0.00    1.43     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      8.     57.     41.     30.     28.     25.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.4     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 180    26    0.01    0.00    0.11     186    0.00    20.8   0.000   0.021   0.000   0.138     0.5     0.0     3.5    6759     0.0     229    0.00    0.23    0.00    1.54     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      9.     65.     43.     32.     29.     26.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.5     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 181    27    0.01    0.00    0.11     193    0.00    21.1   0.000   0.021   0.000   0.139     0.5     0.0     3.3    6690     0.0     247    0.00    0.25    0.00    1.67     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      9.     75.     45.     33.     30.     28.      9.      9.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.5     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 182    28    0.01    0.00    0.11     199    0.00    21.4   0.000   0.021   0.000   0.141     0.5     0.0     3.2    6322     0.0     257    0.00    0.26    0.00    1.74     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     10.     81.     46.     34.     32.     28.      9.      9.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.6     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 183    29    0.02    0.00    0.11     205    0.00    21.6   0.000   0.022   0.000   0.143     0.5     0.0     3.1    6010     0.0     255    0.00    0.26    0.00    1.73     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     10.     82.     45.     33.     31.     28.      9.      9.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.6     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 184    30    0.02    0.00    0.12     211    0.00    21.9   0.000   0.022   0.000   0.144     0.5     0.0     2.9    5701     0.0     243    0.00    0.24    0.00    1.64     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      9.     80.     42.     32.     29.     26.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.6     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 185    31    0.02    0.00    0.12     216    0.00    22.1   0.000   0.022   0.000   0.146     0.5     0.0     2.8    5438     0.0     243    0.00    0.24    0.00    1.64     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      8.     80.     42.     31.     29.     26.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.6     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 186    32    0.02    0.00    0.12     222    0.00    22.3   0.000   0.022   0.000   0.148     0.4     0.0     2.7    5139     0.0     237    0.00    0.24    0.00    1.60     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      8.     79.     41.     31.     28.     26.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.6     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 187    33    0.02    0.00    0.13     226    0.00    22.6   0.000   0.023   0.000   0.149     0.4     0.0     2.6    4717     0.0     223    0.00    0.22    0.00    1.50     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      7.     75.     38.     29.     26.     24.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.5     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 188    34    0.02    0.00    0.13     231    0.00    22.8   0.000   0.023   0.000   0.151     0.4     0.0     2.5    4315     0.0     205    0.00    0.21    0.00    1.38     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      6.     69.     36.     26.     25.     22.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 189    35    0.02    0.00    0.13     235    0.00    23.0   0.000   0.023   0.000   0.152     0.4     0.0     2.3    4117     0.0     206    0.00    0.21    0.00    1.39     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      5.     69.     36.     26.     25.     22.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 190    36    0.02    0.00    0.13     239    0.00    23.2   0.000   0.023   0.000   0.153     0.4     0.0     2.2    3921     0.0     204    0.00    0.20    0.00    1.37     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      5.     69.     36.     25.     25.     22.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.2     0.2     0.2     0.2     0.1     0.0     0.0
 2020 191    37    0.02    0.00    0.14     243    0.00    23.4   0.000   0.024   0.000   0.155     0.4     0.0     2.1    3912     0.0     214    0.00    0.21    0.00    1.44     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      5.     72.     37.     27.     26.     23.      8.      8.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 192    38    0.02    0.00    0.14     246    0.00    23.6   0.000   0.024   0.000   0.156     0.4     0.0     2.1    3766     0.0     215    0.00    0.21    0.00    1.45     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      5.     73.     37.     28.     26.     23.      8.      8.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 193    39    0.02    0.00    0.14     250    0.00    23.8   0.000   0.024   0.000   0.158     0.3     0.0     2.0    3730     0.0     219    0.00    0.22    0.00    1.48     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      4.     75.     38.     28.     27.     23.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 194    40    0.02    0.00    0.14     254    0.00    24.0   0.000   0.024   0.000   0.159     0.3     0.0     1.9    3711     0.0     224    0.00    0.22    0.00    1.51     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      4.     77.     39.     28.     27.     24.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 195    41    0.02    0.00    0.14     257    0.00    24.3   0.000   0.024   0.000   0.161     0.3     0.0     1.9    3632     0.0     221    0.00    0.22    0.00    1.49     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      4.     76.     38.     28.     27.     24.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 196    42    0.02    0.00    0.14     261    0.00    24.5   0.000   0.025   0.000   0.166     0.3     0.0     2.0    3448     0.0     207    0.00    0.21    0.00    5.22     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      4.     70.     36.     26.     25.     22.      7.      8.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     1.9     0.9     0.7     0.7     0.6     0.2     0.1     0.0
 2020 197    43    0.02    0.00    0.15     267    0.00    24.7   0.000   0.025   0.000   0.171     0.3     0.0     2.1    5806     0.0     234    0.00    0.23    0.00    4.86     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     36.     68.     35.     25.     25.     22.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     1.5     0.7     0.5     0.5     0.5     0.2     0.1     0.0
 2020 198    44    0.02    0.00    0.15     272    0.00    24.9   0.000   0.025   0.000   0.175     0.3     0.0     2.4    5266     0.0     223    0.00    0.22    0.00    3.76     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     31.     65.     34.     25.     24.     22.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     1.2     0.6     0.4     0.4     0.4     0.1     0.1     0.0
 2020 199    45    0.02    0.00    0.15     277    0.00    25.1   0.000   0.025   0.000   0.177     0.3     0.0     2.5    4806     0.0     213    0.00    0.21    0.00    2.91     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     28.     62.     32.     24.     24.     21.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.9     0.5     0.3     0.3     0.3     0.1     0.1     0.0
 2020 200    46    0.02    0.00    0.15     283    0.00    25.4   0.000   0.026   0.000   0.180     0.2     0.0     2.1    6743     0.0     255    0.00    0.25    0.00    2.78     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     48.     81.     33.     25.     24.     21.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     1.0     0.4     0.3     0.3     0.3     0.1     0.1     0.0
 2020 201    47    0.02    0.00    0.16     291    0.00    25.7   0.000   0.026   0.000   0.183     0.2     0.0     1.6    7146     0.0     296    0.00    0.30    0.00    2.29     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     48.    110.     42.     25.     25.     22.      7.      8.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.9     0.4     0.2     0.2     0.2     0.1     0.0     0.0
 2020 202    48    0.02    0.00    0.16     298    0.00    26.0   0.000   0.026   0.000   0.185     0.3     0.0     2.5    7274     0.0     291    0.00    0.29    0.00    2.07     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     50.    108.     39.     25.     25.     21.      7.      7.      8.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.8     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 203    49    0.02    0.00    0.16     305    0.00    26.3   0.000   0.026   0.000   0.187     0.4     0.0     3.0    7243     0.0     303    0.00    0.30    0.00    2.09     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     54.    114.     39.     26.     25.     22.      7.      8.      8.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.8     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 204    50    0.02    0.00    0.16     311    0.00    26.6   0.000   0.027   0.000   0.189     0.4     0.0     2.9    6348     0.0     293    0.00    0.29    0.00    2.02     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     49.    113.     37.     25.     25.     21.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.8     0.3     0.2     0.2     0.2     0.0     0.0     0.0
 2020 205    51    0.02    0.00    0.17     317    0.00    26.9   0.000   0.027   0.000   0.191     0.4     0.0     2.8    5832     0.0     283    0.00    0.28    0.00    1.95     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     45.    110.     36.     25.     24.     21.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.8     0.3     0.2     0.2     0.2     0.0     0.0     0.0
 2020 206    52    0.02    0.00    0.17     323    0.00    27.1   0.000   0.027   0.000   0.193     0.3     0.0     2.7    5385     0.0     274    0.00    0.27    0.00    1.88     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     41.    106.     35.     24.     24.     21.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.8     0.2     0.2     0.2     0.2     0.0     0.0     0.0
 2020 207    53    0.02    0.00    0.17     328    0.00    27.4   0.000   0.028   0.000   0.195     0.3     0.0     2.7    5307     0.0     288    0.00    0.29    0.00    1.98     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     42.    111.     38.     26.     26.     22.      7.      8.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.8     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 208    54    0.02    0.00    0.17     333    0.00    27.7   0.000   0.028   0.000   0.197     0.3     0.0     2.6    5133     0.0     298    0.00    0.30    0.00    2.05     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     41.    114.     39.     28.     27.     23.      8.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.8     0.3     0.2     0.2     0.2     0.1     0.0     0.0
 2020 209    55    0.02    0.00    0.18     339    0.00    28.0   0.000   0.028   0.000   0.198     0.2     0.0     1.2    5632     0.0     324    0.00    0.32    0.00    0.97     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     66.    111.     36.     29.     28.     28.      9.      8.      9.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.2     0.1     0.1     0.1     0.2     0.1     0.0     0.0
 2020 210    56    0.02    0.00    0.18     344    0.00    28.4   0.000   0.029   0.000   0.199     0.2     0.0     1.5    5575     0.0     316    0.00    0.32    0.00    1.36     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     65.    110.     39.     26.     26.     25.      8.      8.      9.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.5     0.1     0.1     0.1     0.2     0.1     0.0     0.0
